gj000593	1109271.196	579992.916	-5.463
gj000594	1109273.569	579993.018	-5.553
gj000595	1109275.946	579993.124	-5.605
gj000596	1109278.323	579993.232	-5.721
gj000597	1109280.702	579993.351	-5.709
gj000598	1109283.085	579993.476	-5.79
gj000599	1109285.464	579993.598	-5.801
gj000600	1109287.841	579993.717	-5.848
gj000601	1109290.215	579993.829	-5.825
gj000602	1109292.587	579993.94	-5.807
gj000603	1109294.956	579994.036	-5.823
gj000604	1109297.327	579994.137	-5.793
gj000605	1109299.695	579994.235	-5.812
gj000606	1109302.061	579994.331	-5.766
gj000607	1109304.422	579994.426	-5.779
gj000608	1109306.781	579994.504	-5.79
gj000609	1109309.135	579994.578	-5.759
gj000610	1109311.486	579994.638	-5.773
gj000611	1109313.826	579994.683	-5.759
gj000612	1109316.167	579994.697	-5.761
gj000613	1109318.509	579994.72	-5.727
gj000614	1109320.857	579994.733	-5.723
gj000615	1109323.199	579994.75	-5.742
gj000616	1109325.533	579994.741	-5.776
gj000617	1109327.873	579994.731	-5.873
gj000618	1109330.213	579994.712	-5.855
gj000619	1109332.56	579994.699	-5.843
gj000620	1109334.913	579994.696	-5.844
gj000621	1109337.269	579994.704	-5.82
gj000622	1109339.627	579994.716	-5.833
gj000623	1109341.976	579994.719	-5.749
gj000624	1109344.322	579994.704	-5.721
gj000625	1109346.659	579994.661	-5.78
gj000626	1109348.952	579994.549	-5.802
gj000627	1109351.222	579994.366	-5.813
gj000628	1109353.496	579994.148	-5.773
gj000629	1109355.774	579993.901	-5.8
gj000630	1109358.067	579993.633	-5.808
gj000631	1109360.367	579993.351	-5.834
gj000632	1109362.68	579993.055	-5.811
gj000633	1109364.997	579992.757	-5.79
gj000634	1109367.319	579992.454	-5.824
gj000635	1109369.643	579992.149	-5.774
gj000636	1109371.96	579991.829	-5.793
gj000637	1109374.275	579991.492	-5.748
gj000638	1109376.584	579991.135	-5.721
gj000639	1109378.921	579990.819	-5.751
gj000640	1109381.281	579990.55	-5.762
gj000641	1109383.656	579990.366	-5.756
gj000642	1109386.031	579990.244	-5.769
gj000643	1109388.397	579990.173	-5.796
gj000644	1109390.748	579990.119	-5.81
gj000645	1109393.098	579990.104	-5.793
gj000646	1109395.452	579990.109	-5.809
gj000647	1109397.817	579990.164	-5.828
gj000648	1109400.192	579990.266	-5.833
gj000649	1109402.561	579990.388	-5.864
gj000650	1109404.921	579990.531	-5.909
gj000651	1109407.291	579990.739	-5.888
gj000652	1109409.645	579991.075	-5.836
gj000653	1109411.927	579991.593	-5.854
gj000654	1109414.12	579992.236	-5.879
gj000655	1109416.23	579992.907	-5.85
gj000656	1109418.252	579993.45	-5.632
gj000657	1109420.598	579993.885	-5.69
gj000658	1109422.823	579994.128	-5.729
gj000659	1109424.916	579994.21	-5.801
gj000660	1109427.183	579994.081	-5.87
gj000661	1109429.272	579993.752	-5.944
gj000662	1109431.451	579993.146	-5.939
gj000663	1109433.399	579992.31	-5.938
gj000664	1109435.143	579991.209	-5.895
gj000665	1109436.617	579989.71	-5.861
gj000666	1109437.702	579987.846	-5.858
